Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,Location,Medium,Oatmeal-1kg,Oatmeal-2kg,Oatmeal-5kg,Fonio-1kg,Garri-1kg,Plantain_Chips -1kg,Buying_Convenience,Easy Payment option,Discount_Opinons,Product_Quality,Health Concern,Prompt_Delivery,Delivery_Experince,Affordability,Accessibility,Time_Importance,Order Time,Google Maps Accuracy,Influence of rating,Packaging_Quality,Politeness,Freshness,Good Taste ,Good Quantity,Output,Reviews
32,Male,Married,Employee,>200000,Post Graduate,6,Lagos,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Yes,Weekend (Sat & Sun),Neutral,Yes,Important,Very Important,Very Important,Very Important,Very Important,Yes,My entire family loves swiggy
22,Female,Single,Student,<50000,Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),Agree,Maybe,Important,Very Important,Very Important,Very Important,Very Important,Yes,Delivery people are working hard. Can't complain
28,Male,Married,Employee,>100000,Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Maybe,Weekend (Sat & Sun),Strongly Agree,Yes,Very Important,Very Important,Important,Important,Very Important,Yes,I don't mind about late delivery when it comes from a top rated restaurant believing in its quality
23,Female,Single,Student,<50000,Post Graduate,2,Lagos,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Moderately Important,Important,Important,Yes,I have no issues related to delivery and I prefer four plus rated restaurant
30,Male,Married,Self Employeed,>200000,Graduate,1,Lagos,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Important,Moderately Important,Important,No,I had misplaced order in the past orders
21,Male,Single,Student,<50000,Graduate,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Important,Important,Important,Yes,Best service
26,Female,Married,Employee,<50000,Graduate,6,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Neutral,Yes,Moderately Important,Important,Important,Very Important,Very Important,No,I had bad quality order delivered twice
25,Male,Single,Self Employeed,>200000,School,3,Lagos,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Maybe,Anytime (Mon-Sun),Disagree,No,Slightly Important,Slightly Important,Slightly Important,Unimportant,Slightly Important,Yes,Bad rating doesn't mean that the food tastes bad. Delivery got no problem !
31,Male,Prefer not to say,Employee,<50000,Graduate,1,Lagos,Supermarkets,Yes,Yes,No,No,Yes,Yes,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Yes,Weekend (Sat & Sun),Disagree,Yes,Moderately Important,Very Important,Very Important,Very Important,Very Important,No,Order delivered to my location are late
23,Female,Single,Employee,>100000,Post Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Moderately Important,Important,Important,Very Important,Very Important,Yes,My location is pretty well built for food delivery 
29,Female,Married,Employee,>100000,Ph.D,3,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Very Important,Very Important,Very Important,Yes,I believe more on quality than time of delivery
21,Male,Single,Student,<50000,Graduate,6,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Slightly Important,Slightly Important,Important,Slightly Important,Slightly Important,Yes,NIL
20,Male,Single,Student,<50000,Graduate,3,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Neutral,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Important,Important,Important,Yes,Super fast riders helps in super fast delivery
22,Male,Single,Employee,>100000,Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Maybe,Anytime (Mon-Sun),Agree,No,Slightly Important,Slightly Important,Slightly Important,Very Important,Very Important,Yes,I believe rating doesn't have much effect on the taste of food
30,Female,Married,House wife,<50000,School,6,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),Disagree,Yes,Moderately Important,Moderately Important,Important,Very Important,Very Important,No,I need quicker delivery and more extra restaurant choices
27,Male,Married,Self Employeed,>200000,Graduate,3,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Disagree,Strongly disagree,Agree,No,Anytime (Mon-Sun),Agree,Yes,Important,Important,Very Important,Very Important,Very Important,Yes,Best best fast fast quick quick
23,Male,Single,Student,<50000,Post Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),Strongly Agree,Yes,Very Important,Very Important,Important,Important,Important,No,My order rarely gets late. But it really pissess me off
30,Male,Married,Self Employeed,>100000,School,6,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Yes,Weekend (Sat & Sun),Neutral,Yes,Important,Important,Very Important,Very Important,Very Important,No,worst worst worst slow slow slow
23,Male,Single,Student,<50000,Post Graduate,3,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Maybe,Very Important,Very Important,Important,Important,Very Important,Yes,I'm satisfied with the service of swiggy
28,Female,Married,Employee,>100000,Post Graduate,6,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),Neutral,Yes,Important,Important,Moderately Important,Important,Very Important,No,Worst delivery system- Especially zomato 
30,Male,Married,Self Employeed,>200000,Graduate,6,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly disagree,Agree,Maybe,Anytime (Mon-Sun),Agree,Yes,Moderately Important,Moderately Important,Important,Important,Important,Yes,Whitefield got no problem with respect to delivery and we have a good set of restaurant here
24,Female,Married,Employee,>100000,Post Graduate,2,Abuja,Supermarkets,Yes,Yes,No,No,Yes,Yes,Agree,Neutral,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),Disagree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,I can wait for quality food from highly rated restaurant
21,Male,Single,Student,<50000,Graduate,2,Abuja,Supermarkets,Yes,Yes,No,Yes,Yes,Yes,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Moderately Important,Important,Important,No,If it is from a low rated restaurant. I restrict myself to order from that restaurant
23,Female,Prefer not to say,Employee,>100000,Graduate,3,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Maybe,Important,Important,Slightly Important,Important,Important,No,It serves my hunger on time. But there are times it delays when I needed the most
25,Male,Married,Self Employeed,>200000,Post Graduate,4,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Very Important,Very Important,Very Important,Yes,I'm conscious about quality more than time of delivery
24,Female,Single,Employee,>100000,Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Slightly Important,Important,Very Important,Yes,LOVE SWIGGY AND ZOMATO
26,Male,Married,Employee,>100000,Graduate,3,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Very Important,Important,Very Important,Very Important,No,Poor delivery services
25,Female,Single,Employee,>100000,Post Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Strongly disagree,Agree,Disagree,Yes,Anytime (Mon-Sun),Agree,Maybe,Slightly Important,Slightly Important,Important,Moderately Important,Moderately Important,Yes,Quick and fastest delivery made to my location
22,Male,Single,Student,>100000,Graduate,3,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,No,Anytime (Mon-Sun),Agree,Yes,Very Important,Moderately Important,Slightly Important,Slightly Important,Very Important,Yes,No issues
26,Female,Single,Employee,>100000,Post Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Important,Very Important,Important,Yes,Neat package by swiggy and also takes carry of quality during covid situation
23,Male,Single,Employee,>100000,Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Yes,Weekdays (Mon-Fri),Neutral,Yes,Moderately Important,Important,Important,Important,Moderately Important,Yes,NIL
21,Female,Single,Employee,<50000,Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Agree,Agree,Neutral,Yes,Weekend (Sat & Sun),Neutral,Yes,Important,Important,Very Important,Very Important,Very Important,No,very late deliveries to my house everytime i order
25,Male,Married,Self Employeed,>100000,Graduate,3,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Important,Very Important,Important,Yes,Love Swiggy's delivery men. They are lightning fast
24,Female,Married,Employee,>100000,Post Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,No,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Important,Important,Important,Important,Yes,560075
22,Male,Married,Student,<50000,Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Yes,Quality is more important than time
23,Female,Single,Student,<50000,Post Graduate,4,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Neutral,Neutral,Strongly agree,Disagree,Neutral,Agree,Disagree,Agree,Yes,Weekend (Sat & Sun),Neutral,Yes,Important,Moderately Important,Very Important,Very Important,Very Important,Yes,Nil
24,Male,Married,Employee,>100000,Post Graduate,3,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Important,Very Important,Very Important,Yes,I love ordering online
22,Female,Single,Student,<50000,Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Maybe,Weekend (Sat & Sun),Agree,Yes,Slightly Important,Important,Important,Important,Very Important,Yes,BEST BEST POSITIVE REVIEWS
30,Male,Married,Employee,>200000,Graduate,5,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Important,Very Important,Slightly Important,Important,Very Important,No,Delivery in my place is slow as turtle
23,Female,Prefer not to say,Employee,>100000,Graduate,4,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Strongly agree,Neutral,Neutral,Agree,Disagree,Neutral,Yes,Weekend (Sat & Sun),Agree,Yes,Important,Important,Very Important,Very Important,Very Important,Yes,FAST FAST FAST FAST FAST
19,Male,Single,Student,<50000,Graduate,6,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Important,Moderately Important,Important,Very Important,Yes,"I can forgive deliveries if they are late, but can't compromise with quality"
21,Female,Single,Student,<50000,Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Yes,Anytime (Mon-Sun),Disagree,Yes,Very Important,Important,Slightly Important,Important,Very Important,Yes,Fast as sonic !!!
23,Male,Single,Student,<50000,Graduate,4,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),Disagree,Maybe,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Important,Yes,I find no issues with the online food delivery. But requires a lil bit faster delivery
24,Female,Single,Employee,>100000,Graduate,3,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Important,Moderately Important,Important,Important,Yes,I have certain high rated restaurants where I order and they deliver fast 
26,Female,Married,Employee,>100000,Post Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Very Important,Very Important,Very Important,No,No reason. I prefer home cooked food. I had bad experiences ordering online
26,Female,Single,Student,<50000,Ph.D,2,Abuja,Supermarkets,Yes,Yes,Yes,,Yes,Yes,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Disagree,No,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Important,Important,Very Important,Important,Yes,TOP RATING TOP RATING RATING FIVE PLUS FIVE PLUS FOUR PLUS FOUR PLUS
25,Female,Single,Student,>100000,Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Moderately Important,Important,Slightly Important,Very Important,Very Important,Yes,Favorite service to reduce our hunger
28,Female,Married,Employee,>200000,Graduate,5,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly agree,Yes,Weekend (Sat & Sun),Strongly Agree,Yes,Very Important,Very Important,Moderately Important,Very Important,Important,No,BAD BAD BAD POOR POOR POOR RATING
25,Female,Single,Student,<50000,Post Graduate,3,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Agree,No,Anytime (Mon-Sun),Strongly Agree,Maybe,Moderately Important,Slightly Important,Important,Moderately Important,Moderately Important,Yes,"If Packaging is hygienic,I would rate them high"
20,Female,Single,Student,<50000,Graduate,2,Abuja,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),Strongly Agree,Maybe,Important,Slightly Important,Slightly Important,Important,Important,Yes,Delivery people are sweet and fast
27,Female,Married,Self Employeed,>200000,Graduate,6,Abuja,Wholesallers,Yes,Yes,Yes,Yes,Yes,Yes,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Weekdays (Mon-Fri),Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,No,I need quality food arriving at my doorsteps within the stipulated time
25,Female,Married,Employee,>100000,Graduate,3,Abuja,Facebook market,Yes,Yes,Yes,Yes,Yes,Yes,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Agree,Agree,Strongly disagree,Strongly agree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Important,Important,Important,Important,No,Can't understand what delivery people are speaking. Language barrier !
24,Female,Single,Student,<50000,Post Graduate,5,Abuja,Facebook market,Yes,Yes,Yes,Yes,Yes,Yes,Disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Agree,Yes,Weekend (Sat & Sun),Disagree,Yes,Important,Very Important,Very Important,Very Important,Very Important,No,less responsive delivery men. Also prevalent late deliveries
25,Female,Married,Employee,>200000,Graduate,1,Abuja,Wholesallers,Yes,Yes,No,Yes,Yes,Yes,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Very Important,Important,Very Important,Very Important,No,poor delivery men really rushing fast to deliver the food. But there are many spillage issues as well
25,Female,Prefer not to say,Employee,>100000,Post Graduate,3,Abuja,Facebook market,No,No,No,Yes,Yes,Yes,Disagree,Strongly disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Yes,Weekend (Sat & Sun),Agree,Yes,Important,Important,Very Important,Very Important,Very Important,No,Had many bad experiences with respect to delivery
24,Female,Married,Student,<50000,Ph.D,5,Abuja,Facebook market,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),Disagree,Yes,Moderately Important,Important,Important,Important,Important,Yes,"LOVE THE PRICE AND OFFER OFFERED BY SWIGGY, USUALLY RATE FOUR PLUS"
24,Male,Single,Student,<50000,Post Graduate,3,Portharcourt,Facebook market,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Neutral,Agree,Maybe,Weekend (Sat & Sun),Neutral,Yes,Important,Important,Moderately Important,Important,Very Important,Yes,Good price and offers with fast delivery
22,Male,Single,Employee,<50000,Graduate,1,Portharcourt,Facebook market,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Disagree,Disagree,Strongly agree,Yes,Anytime (Mon-Sun),Disagree,No,Moderately Important,Unimportant,Unimportant,Slightly Important,Slightly Important,Yes,NIL
28,Male,Single,Employee,>100000,Post Graduate,2,Portharcourt,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Moderately Important,Moderately Important,Important,Important,Very Important,No,Slow delivery and I avoid ordering from poor rated restaurant
25,Female,Single,Employee,>200000,Post Graduate,6,Portharcourt,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Neutral,Yes,Weekdays (Mon-Fri),Disagree,Yes,Important,Very Important,Important,Very Important,Very Important,No,I'd rather cook at home during covid-19
22,Male,Single,Student,>100000,Post Graduate,3,Portharcourt,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Moderately Important,Yes,"Many a times payment gateways are an issue, so getting the refund and the surcharges are an inconvenience"
22,Female,Single,Student,<50000,Graduate,6,Portharcourt,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Neutral,Agree,Yes,Anytime (Mon-Sun),Agree,Yes,Important,Very Important,Very Important,Very Important,Important,Yes,nil
22,Male,Single,Student,<50000,Post Graduate,4,Portharcourt,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Yes,Weekend (Sat & Sun),Agree,Yes,Important,Important,Important,Very Important,Very Important,Yes,NIL
27,Female,Married,Employee,>200000,Post Graduate,2,Portharcourt,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,NIL
22,Male,Single,Student,<50000,Graduate,3,Portharcourt,Supermarkets,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,Strongly agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Disagree,No,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Important,Very Important,Very Important,Very Important,Yes,Nil
24,Female,Single,Student,<50000,Post Graduate,3,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Yes,Weekend (Sat & Sun),Agree,Maybe,Important,Slightly Important,Important,Very Important,Very Important,Yes,NIL
23,Female,Single,Student,<50000,Post Graduate,2,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Yes,Anytime (Mon-Sun),Disagree,Maybe,Important,Important,Important,Important,Important,Yes,Nil
23,Female,Single,Student,<50000,Post Graduate,4,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Yes,Weekend (Sat & Sun),Agree,Yes,Very Important,Moderately Important,Moderately Important,Very Important,Very Important,Yes,Nil
22,Female,Single,Student,<50000,Post Graduate,5,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),Agree,Yes,Very Important,Important,Very Important,Very Important,Very Important,Yes,Nil
23,Male,Single,Student,<50000,Post Graduate,2,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,Maybe,Weekend (Sat & Sun),Disagree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,Language barrier is also one major issue. Moslty these delivery boys are only familiar with Kanada which creates a problem while addressing any issue.
32,Male,Married,Employee,>200000,Graduate,5,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Yes,Anytime (Mon-Sun),Neutral,No,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Yes,Smooth delivery service 
25,Female,Married,Student,<50000,Post Graduate,2,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Strongly disagree,Strongly agree,Yes,Anytime (Mon-Sun),Neutral,Yes,Moderately Important,Moderately Important,Slightly Important,Important,Very Important,Yes,Fast delivery is required. But quality is super good
28,Male,Single,Self Employeed,>100000,Post Graduate,2,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),Neutral,Maybe,Slightly Important,Moderately Important,Slightly Important,Very Important,Very Important,Yes,LOVE SWIGGY AND ZOMATO. Literally the best
21,Female,Single,Student,<50000,Post Graduate,3,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Yes,The delivery to my locations are done pretty fast
24,Male,Single,Student,<50000,Post Graduate,2,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),Neutral,Yes,Slightly Important,Moderately Important,Moderately Important,Important,Very Important,Yes,NIL
26,Female,Married,Self Employeed,>100000,Graduate,5,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Disagree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Maybe,Anytime (Mon-Sun),Agree,Maybe,Important,Important,Important,Important,Important,No,I require the food to be undamaged. Mostly the food is tampered
32,Male,Married,Employee,>100000,Graduate,3,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),Neutral,Yes,Moderately Important,Moderately Important,Important,Important,Important,Yes,Best Best Best Best !!!!
29,Male,Single,Self Employeed,>200000,Graduate,6,Portharcourt,Supermarkets,Yes,Yes,Yes,No,Yes,Yes,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Yes,Weekend (Sat & Sun),Neutral,No,Slightly Important,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Yes,Love to order online 
